url, success, logo_link, request_type, message
https://www.ning.com, True, "https://www.ning.com/wp-content/uploads/2018/03/cropped-n_flavicon-32x32.png", headed, "favicon"
virginmobileusa.com, False, "None", None, "Error MissingSchema"
https://www.avaya.com, True, "https://www.avaya.com/etc.clientlibs/aem-avaya-portal/clientlibs/clientlib-site/resources/images/favicon.png", headed, "favicon"
https://www.bigcommerce.com, True, "https://storage.googleapis.com/s.mkswft.com/RmlsZToyOTllMzFlYS00OGI4LTQ4ZTAtOTA0Ny1kNzIxNTBkODNhMjE=/BigCommerce-Social-Image-Generic-Facebook.jpg", headed, "og_image"
https://www.yandex.ru, False, "None", headed, "None"
https://www.nokia.com, True, "https://www.nokia.com/sites/default/files/2023-03/https_www.nokia_.com_sites_default_files_styles_scale_1440_no_crop_public_2023-02_nokia-refreshed-logo-1_1.jpg", headed, "og_image"
https://www.univision.com, True, "https://st1.uvnimg.com/a8/a8/a07b20854d2f848ac3d26d57fce4/univisionlogo.jpg", headed, "og_image"
https://www.jawbone.com, True, "http://static1.squarespace.com/static/5c86c2f47eb88c1bb558b38e/t/5c86d0000852293752f1f113/1552338947641/jawbone_logo_black-01.jpg?format=1500w", headed, "og_image"
rakuten.co.jp, False, "None", None, "Error MissingSchema"
https://www.networksolutions.com, True, "https://www.networksolutions.com/content/dam/netsol/favicons/favicon.ico", headed, "favicon"
https://www.8x8.com, True, "https://images.contentstack.io/v3/assets/blte621f0a2bd0e9f69/bltc5f9c56db2c5d47a/67be1326f5cfb37fa1d6b26d/8x8_SEO.png?cache=1744620095&tr=fo-auto,w-1200,h-628", headed, "og_image"
vonage.com, False, "None", None, "Error MissingSchema"
https://www.baidu.com, True, "https://www.baidu.com/img/PCtm_d9c8750bed0b3c7d089fa7d55720d6cf.png", headed, "img_logo"
https://www.business.com, True, "https://www.business.comundefined", headed, "og_image"
https://www.mitel.com, True, "https://www.mitel.com/sites/default/files/favicon.png", headed, "favicon"
https://www.bluehost.com, True, "https://www.bluehost.com/content/dam/bluehost/favicons/favicon.ico", headed, "favicon"
https://www.sonymobile.com, True, "https://electronics.sony.com/c/assets/icons/Favicon_144x144.png", headless, "favicon"
https://www.ringcentral.com, True, "https://www.ringcentral.com/content/dam/rc-www/en_us/images/content/ab-tests/homepages/home_b/og-img.jpg", headed, "og_image"
https://www.paltalk.com, True, "http://www.paltalk.com/f/paltalk.png", headed, "og_image"
sharefile.com, False, "None", None, "Error MissingSchema"
campusexplorer.com, False, "None", None, "Error MissingSchema"
https://www.riverbed.com, True, "https://www.riverbed.com/riverbed-wp-content/uploads/2023/10/RVBD_KO_Logo_696x696.png", headed, "og_image"
https://www.marinsoftware.com, True, "https://cdn.prod.website-files.com/60ffbc3a211dee0d1874db96/651da4b6bdc114c7f75a8c52_marin-title-small-og.webp", headed, "og_image"
https://www.mycricket.com, False, "None", headed, "None"
https://www.gotowebinar.com, True, "https://www.goto.com/-/media/images/shared/global/open-graph/og1.jpg", headless, "og_image"
https://www.mail.com, True, "data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0idXRmLTgiPz4KPCEtLSBHZW5lcmF0b3I6IEFkb2JlIElsbHVzdHJhdG9yIDI0LjMuMCwgU1ZHIEV4cG9ydCBQbHVnLUluIC4gU1ZHIFZlcnNpb246IDYuMDAgQnVpbGQgMCkgIC0tPgo8c3ZnIHZlcnNpb249IjEuMSIgaWQ9IkxheWVyXzEiIHhtbG5zPSJodHRwOi8vd3d3LnczLm9yZy8yMDAwL3N2ZyIgeG1sbnM6eGxpbms9Imh0dHA6Ly93d3cudzMub3JnLzE5OTkveGxpbmsiIHg9IjBweCIgeT0iMHB4IgoJIHZpZXdCb3g9IjAgMCA1NDIuNSAxNDUiIHN0eWxlPSJlbmFibGUtYmFja2dyb3VuZDpuZXcgMCAwIDU0Mi41IDE0NTsiIHhtbDpzcGFjZT0icHJlc2VydmUiPgo8c3R5bGUgdHlwZT0idGV4dC9jc3MiPgoJLnN0MHtmaWxsOiNGRkZGRkY7fQo8L3N0eWxlPgo8cGF0aCBjbGFzcz0ic3QwIiBkPSJNMTgzLjksMjEuNmMtMTkuNywwLTM1LjcsMTYtMzUuNywzNy40YzAsMjEuMywxNS45LDM3LjMsMzUuNSwzNy4zYzEwLjEsMCwxOS01LjEsMjQuNi0xMi44djExaDExLjNWNTkKCUMyMTkuNSwzOC4xLDIwNC4xLDIxLjYsMTgzLjksMjEuNnogTTE4My45LDg1LjRjLTEzLjIsMC0yNC0xMS40LTI0LTI2LjRjMC0xNC45LDEwLjgtMjYuNiwyNC0yNi42YzEzLDAsMjQsMTEuOSwyNCwyNi42CglTMTk3LDg1LjQsMTgzLjksODUuNHogTTI4MC4zLDgzLjV2MTFjLTE2LjcsMS45LTI4LjItNy45LTI4LjItMjUuOVYyLjVoMTEuNnY2NS43QzI2My44LDgwLjcsMjcxLjUsODMuOSwyODAuMyw4My41eiBNMjI5LjgsMjMuNAoJaDExLjd2NzEuMWgtMTEuN1YyMy40eiBNMjI5LjgsMi41aDExLjd2MTEuN2gtMTEuN1YyLjV6IE0zMDguMSw1OWMwLDE0LjQsMTAuOCwyNS45LDIzLjksMjUuOWM5LjQsMCwxNi43LTQuOCwyMC42LTEyLjZoMTIuNgoJQzM2MC41LDg2LjcsMzQ3LjksOTYsMzMyLjEsOTZjLTE5LjYsMC0zNS42LTE2LjYtMzUuNi0zNy4xYzAtMjAuNiwxNi0zNy40LDM1LjYtMzcuNGMxNS45LDAsMjguMyw5LjQsMzMuMSwyMy43aC0xMi42CgljLTQtNy43LTExLjMtMTIuNi0yMC42LTEyLjZDMzE4LjksMzIuOCwzMDguMSw0NC43LDMwOC4xLDU5eiBNNDAyLjYsMjEuNmMtMjAuMSwwLTM1LjcsMTYuOC0zNS43LDM3LjVjMCwyMC40LDE1LjYsMzcuMSwzNS43LDM3LjEKCWMyMC4zLDAsMzUuNy0xNi43LDM1LjctMzcuMUM0MzguNCwzOC41LDQyMi45LDIxLjYsNDAyLjYsMjEuNnogTTQwMi42LDg1Yy0xMy4xLDAtMjMuOS0xMS42LTIzLjktMjUuOGMwLTE0LjUsMTAuOC0yNi40LDIzLjktMjYuNAoJYzEzLjMsMCwyNCwxMS45LDI0LDI2LjRDNDI2LjYsNzMuNCw0MTUuOSw4NSw0MDIuNiw4NXogTTI4Ni40LDgyLjhoMTEuN3YxMS43aC0xMS43VjgyLjh6IE01MzkuOCw0OXY0NS41aC0xMS43di00NgoJYzAtOS4yLTYuMS0xNi4xLTE1LjUtMTYuMWMtOS40LDAtMTUuNSw2LjktMTUuNSwxNi4xdjQ2aC0xMS43di00NmMwLTkuMi02LjEtMTYuMS0xNS41LTE2LjFzLTE1LjUsNi45LTE1LjUsMTYuMXY0NmgtMTEuN1YyMS42SDQ3MAoJYzkuNywwLDE3LjEsNC42LDIxLjMsMTEuN2M0LjMtNy4yLDExLjctMTEuNywyMS40LTExLjdDNTI4LjgsMjEuNiw1MzkuOCwzMy41LDUzOS44LDQ5eiIvPgo8cGF0aCBjbGFzcz0ic3QwIiBkPSJNMTA3LjYsMi41SDIuNXY5MS40YzAsOC4yLDUuNiwxNSwxMy4xLDE3bDAsMGwxMjYuOSwzMS43VjM3LjVDMTQyLjYsMTguMiwxMjYuOSwyLjUsMTA3LjYsMi41eiBNMTI1LjEsOTMuOQoJaC0xNy42VjUzLjhjMC0zLjktMS4zLTEzLTEyLjktMTNjLTcuNywwLTEzLjMsNS4zLTEzLjMsMTN2NDAuMUg2My43VjUzLjhjMC0zLjktMS4yLTEzLTEyLjgtMTNjLTcuOSwwLTEzLjMsNS4zLTEzLjMsMTN2NDAuMUgyMAoJVjIzLjZoMzAuOWM5LjMsMCwxNi45LDMuNywyMS44LDkuN2M1LjItNiwxMi45LTkuNywyMS44LTkuN2MxOS4yLDAsMzAuNSwxMi43LDMwLjUsMzAuNkwxMjUuMSw5My45TDEyNS4xLDkzLjl6Ii8+Cjwvc3ZnPgo=", headed, "img_logo"
atdmt.com, False, "None", None, "Error MissingSchema"
https://www.rebtel.com, True, "https://rebtel.imgix.net/upload/v2/logo/rebtel-logo-fb.png?auto=compress,format", headed, "og_image"
https://www.1and1.com, True, "https://cs-us.uicdn.net/fileadmin/og_image/logo.png", headed, "og_image"
bluejeans.com, False, "None", None, "Error MissingSchema"
https://www.vzw.com, False, "None", headed, "None"
https://www.mimecast.com, True, "https://assets.mimecast.com/api/public/content/aac7c7d3363d4892b9f909aa59250d04?v=52228a06", headed, "img_logo"
uscellular.com, False, "None", None, "Error MissingSchema"
getsatisfaction.com, False, "None", None, "Error MissingSchema"
hughesnet.com, False, "None", None, "Error MissingSchema"
https://www.aweber.com, True, "https://www.aweber.com/images/logo.png", headed, "common_path"
https://www.animoto.com, True, "https://cdn.sanity.io/images/xcatvyn0/production/3d8063781a86ca7d284f17af50f3b7fe016ffd8d-1920x1080.png?rect=0,36,1920,1008&w=1200&h=630&auto=format", headed, "og_image"
https://www.neat.com, True, "https://www.neat.com/favicon.ico", headed, "favicon"
https://www.peoplesmart.com, False, "None", headed, "None"
megapath.com, False, "None", None, "Error MissingSchema"
https://www.swagbucks.com, True, "https://static.prdg.io/dist-non-modules/content/home-6/images/facebookog.ae8947b1a19d28a93ec0.png", headed, "og_image"
https://www.boingo.com, True, "https://corpsitev2-golden-prod.s3.amazonaws.com/wp-content/uploads/2022/03/airports-Transportation.jpg", headed, "og_image"
greatcall.com, False, "None", None, "Error MissingSchema"
secureserver.net, False, "None", None, "Error MissingSchema"
https://www.fonality.com, True, "https://sangoma.com/wp-content/uploads/01.png", headed, "og_image"
https://www.globo.com, True, "https://s3.glbimg.com/v1/AUTH_fd78dc4be9404a2e92b908ade306e9e6/prod/globocom_opengraph.png", headed, "og_image"
https://www.sugarsync.com, True, "http://sugarsync.com/assets/img/og-de62a5a51c.png", headed, "og_image"
https://www.bmc.com, True, "https://www.bmc.com/content/dam/bmc/newsroom/open-graph-facebook-linkedin.png", headed, "og_image"
https://www.terra.com, True, "https://www.terra.com/u/plantillas/p/terra/imgs/favicons//apple-touch-icon.png", headed, "favicon"
https://www.weebly.com, True, "https://www.weebly.com/editor/uploads/1/_/1/custom_themes/578730180640357361/files/weebly.jpg", headed, "og_image"
https://www.naver.com, True, "https://s.pstatic.net/static/www/mobile/edit/2016/0705/mobile_212852414260.png", headed, "og_image"
https://www.register.com, True, "https://www.register.com/content/dam/register/favicons/favicon.ico", headed, "favicon"
https://www.sproutsocial.com, True, "https://brandfolder.sproutsocial.com/VXTUTVL1/at/xzptwj9cwpvmpnh6wpxgnx/og_general.png", headed, "og_image"
dishnetwork.com, False, "None", None, "Error MissingSchema"
https://www.efax.com, True, "https://www.efax.com/wp-content/uploads/2023/09/Icon-Input-Control.png", headed, "og_image"
https://www.about.me, True, "https://about.me/s3/h/favicon/favicon_180.60004a0b.png", headed, "favicon"
https://www.one.com, True, "https://www.one.com//webapps.group-cdn.one/cdn-one/images/global/favicon.ico", headed, "favicon"
https://www.vpweb.com, True, "https://cms.cloudinary.vpsvc.com/image/upload/f_auto/q_auto/v1732610556/digital/partners/wix/PDP-C%20New%20Design/Vista-Wix-dark_2.png?no_cookie=true", headed, "img_logo"
https://www.teamtreehouse.com, True, "https://treehouse-marketing.s3.amazonaws.com/open-graph-social/courses-share-image.png", headed, "og_image"
https://www.airpush.com, False, "None", headed, "None"
https://www.tradedoubler.com, True, "https://static.wixstatic.com/media/0241cd_23557d09aedf4c3b939763ecab9282d2%7Emv2.png/v1/fit/w_2500,h_1330,al_c/0241cd_23557d09aedf4c3b939763ecab9282d2%7Emv2.png", headed, "og_image"
https://www.compete.com, True, "https://files.efty.com/market/uploads/smartlanders/f1c7854c36f014676ea28fb3fc2cb56f_fav.png", headed, "favicon"
http://www.rcn.com, True, "https://www.astound.com/wp-content/themes/astound/images/favicon.ico", headed, "favicon"
https://www.nextiva.com, True, "https://www.nextiva.com/wp-content/uploads/2024/05/Nextiva-Logo-Social.webp", headed, "og_image"
https://www.live.com, True, "https://www.microsoft.com/favicon.ico?v2", headed, "favicon"
http://www.ifbyphone.com, True, "https://cdn.prod.website-files.com/5d82e225060d003d65ddae98/60a6cc63f0f1e74e97fc51f8_invoca-ico.png", headed, "favicon"
https://www.whatcounts.com, True, "https://www.whatcounts.com/wp-content/uploads/2015/03/WhatCounts-email-marketing-platform-laptop-dog-1200.jpg", headed, "og_image"
https://www.readytalk.com, True, "https://www.readytalk.com/wp-content/uploads/2025/04/80Bet.png", headed, "og_image"
https://www.plantronics.com, True, "https://www.hp.com/content/dam/sites/worldwide/dems/hp_og_image.jpg", headed, "og_image"
https://www.hostway.com, True, "data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==", headed, "img_logo"
https://www.semrush.com, True, "https://static.semrush.com/wt-static/semrush-com.png", headed, "og_image"
kudzu.com, False, "None", None, "Error MissingSchema"
https://www.zinio.com, True, "https://admin-project-assets.ziniopro.com/99/20190227144922-99-0.png", headed, "favicon"
https://www.wirefly.com, True, "https://www.wirefly.com/sites/wirefly.com/themes/wirefly/images/web/cell-phone-plans.jpg", headed, "og_image"
https://www.sonyentertainmentnetwork.com, True, "https://gmedia.playstation.com/is/image/SIEPDC/ps-network-keyart-01-en-01feb23?$facebook$", headed, "og_image"
https://www.twilio.com, True, "https://www.twilio.com/content/dam/twilio-com/core-assets/social/twilio-com-default-ogimage.png", headed, "og_image"
https://www.actonsoftware.com, True, "https://act-on.com/wp-content/uploads/2023/09/AI-Predictive-Score_1x.webp", headed, "og_image"
https://www.newhaven.edu, True, "https://www.newhaven.edu/_resources/images/hero/power-on/power-on-1.jpg", headed, "og_image"
https://www.ussearch.com, True, "https://assets.ussearch.com/funnel/assets/shared/favicon.ico", headed, "favicon"
https://www.name.com, True, "https://namedotcom-cdn.name.tools/web/spa-assets/static/ogimage.WjYw3rHo.jpeg", headed, "og_image"
https://www.3dcart.com, True, "https://www.shift4shop.com/images/logo.png", headed, "common_path"
https://www.altova.com, True, "https://www.altova.com/images/logo.png", headed, "common_path"
https://www.android.com, True, "https://lh3.googleusercontent.com/LYUDWiiqyTSiwzbPsJnYhfTzA3kUAoYgRy_1mpKTZOuLtpaMTaNdPKm8Xesm5mxA_zUSIGy6RO4PxhUnIDgTgbmroxgVpudnc0XKWW0cByZXppI2WGo", headed, "og_image"
https://www.jimdo.com, True, "https://www.jimdo.com/preview.png", headed, "og_image"
https://www.headsets.com, True, "https://www.headsets.com/cdn/shop/files/hdslogov2_73010f40-d335-4f14-ba8b-57bbf0df3e58_1204x630.jpg?v=1738601072", headed, "og_image"
https://www.phonepower.com, True, "https://www.phonepower.com/logo.png", headed, "common_path"
https://www.prana.com, True, "https://www.prana.com/on/demandware.static/Sites-Prana_US-Site/-/default/dw77662b81/images/favicon.ico", headed, "favicon"
https://www.templatemonster.com, True, "https://s3p.tmimgcdn.com/assets/share_tm.jpg", headed, "og_image"
https://www.puretalkusa.com, True, "https://www.puretalk.com/favicon.ico", headed, "favicon"
https://www.findmespot.com, True, "https://www.findmespot.com/getmedia/65141b2d-40c8-4d7e-8333-b7ebecab3c50/SPOT-fb-share.jpg", headed, "og_image"
https://www.gazelle.com, True, "http://buy.gazelle.com/cdn/shop/files/Gazelle_straight_TM_color_RGB.png?v=1728566756", headed, "og_image"
tracfone.com, False, "None", None, "Error MissingSchema"
https://www.infoblox.com, True, "https://www.infoblox.com/wp-content/uploads/infoblox-logo-2.svg", headed, "img_logo"
https://www.houzz.com, True, "https://www.houzz.com/res/29122361/pic/houzz_logo.svg?v=29122361", headed, "img_logo"
https://www.verizon.net, False, "None", headed, "None"
https://www.rogers.com, True, "https://www.rogers.com/app/prod/assets/i/og-image.png", headed, "og_image"
pgi.com, False, "None", None, "Error MissingSchema"
https://www.lifesize.com, True, "https://www.enghousevideo.com/wp-content/uploads/2024/04/Enghouse-lifesize-icon-white.png", headed, "og_image"
https://www.comm100.com, True, "https://www.comm100.com/wp-content/uploads/images/logo-comm100-2022.svg", headed, "img_logo"
https://www.bitly.com, True, "https://docrdsfx76ssb.cloudfront.net/static/1747158674/pages/wp-content/uploads/2024/05/hero-img_desktop@2x.png", headed, "og_image"
https://www.proofpoint.com, True, "https://www.proofpoint.com/themes/custom/proofpoint/apps/drupal/favicon.ico", headed, "favicon"
https://www.niu.edu, True, "https://www.niu.edu/_internal/171024-out-of-state-tuition.jpg", headed, "og_image"
https://www.namecheap.com, True, "https://www.namecheap.com/assets/img/nc-icon/favicon.ico", headed, "favicon"
rtrk.com, False, "None", None, "Error MissingSchema"
https://www.avangate.com, False, "None", headed, "None"
https://www.earthlink.net, False, "None", headed, "None"
https://www.onstar.com, True, "https://www.onstar.com/content/dam/onstar/na/us/en/navigation/01-images/os-header-logo-shared.svg", headed, "img_logo"
tel3.com, False, "None", None, "Error MissingSchema"
https://www.ipage.com, True, "https://www1.ipage.com/images/icons/favicon_ipg.ico", headed, "favicon"
https://www.toptenreviews.com, True, "https://vanilla.futurecdn.net/toptenreviews/1268197/apple-touch-icon.png", headed, "favicon"
godish.com, False, "None", None, "Error MissingSchema"
https://www.quirky.com, True, "https://www.quirky.com/wp-content/uploads/fbrfg/apple-touch-icon.png?v=yyQwz633Bb", headed, "favicon"
mediatemple.net, False, "None", None, "Error MissingSchema"
https://www.winegard.com, True, "https://winegard.com/img/logo.png", headed, "common_path"
https://www.ooma.com, True, "https://www.ooma.com/wp-content/uploads/ooma-home-banner-1.jpg", headed, "og_image"
https://www.good.com, True, "https://www.blackberry.com/etc.clientlibs/bbcom/clientlibs/clientlib-etc-legacy/resources/cylance-web/global/bb-default-thumbnail-social.png", headed, "og_image"
optimum.com, False, "None", None, "Error MissingSchema"
https://www.onecallnow.com, True, "https://onsolve.com/wp-content/uploads/2021/02/Website-Icons_Solutions-Industries-Critical-Comms.svg", headed, "og_image"
webcrawler.com, False, "None", None, "Error MissingSchema"
https://www.safelinkwireless.com, True, "https://www.safelinkwireless.com/en/favicon.ico?v=1747260452663", headed, "favicon"
intercall.com, False, "None", None, "Error MissingSchema"
https://www.pingdom.com, True, "https://www.pingdom.com/wp-content/uploads/2024/01/cropped-SW_Logo_Stacked_Web_Orange-32x32.png", headed, "favicon"
https://www.box.net, True, "https://cdn03.boxcdn.net/sites/default/files/box_default_og_sharing_image/box-social.jpg", headed, "og_image"
https://www.webnode.com, True, "https://d1rv23qj5kas56.cloudfront.net/img/sharing/webnode-sharing-2-en.png", headed, "og_image"
https://www.gazeta.pl, True, "https://static.im-g.pl/i/hp/logo/gazeta.png", headed, "og_image"
https://www.kissmetrics.com, True, "https://neilpatel.com/wp-content/themes/neilpatel/images/homepage-v2/npdigital-agency.png", headed, "og_image"
https://www.stackexchange.com, True, "https://cdn.sstatic.net/Sites/stackexchange/Img/favicon.ico", headed, "favicon"
https://www.livehelpnow.net, True, "https://livehelpnow.net/wp-content/uploads/2022/03/cropped-new-lhn-favicon-32x32.png", headed, "favicon"
https://www.ting.com, False, "None", headed, "None"
https://www.mophie.com, True, "https://www.mophie.com/cdn/shop/files/mophie-wordmark.png?v=1718925403&width=391", headed, "img_logo"
https://www.tinyurl.com, True, "https://tinyurl.com/images/icons/favicon-16.png", headed, "favicon"
https://www.myfax.com, True, "https://www.myfax.com/wp-content/uploads/2023/03/logo-myfax.svg", headed, "img_logo"
https://www.stumbleupon.com, True, "https://www.stumbleupon.com/images/logo.png", headed, "common_path"
consolidated.com, False, "None", None, "Error MissingSchema"
https://www.case-mate.com, True, "https://case-mate.com/cdn/shop/files/CM_Logo_2020_Word_1_340x.png?v=1740057192", headed, "img_logo"
comcast.net, False, "None", None, "Error MissingSchema"
https://www.vagaro.com, True, "https://1a96a36bae7c8550901a-274b8a70320bb26e7a1e0ea7836ee429.ssl.cf2.rackcdn.com/PublicImages/Images/vagaro-og-img-17.png", headed, "og_image"
internap.com, False, "None", None, "Error MissingSchema"
https://www.cellularoutfitter.com, True, "https://cdn.shopify.com/s/files/1/2012/3181/files/CO-logo_2020_faaead6d-f35b-4171-b54f-a6537d55632c.png?height=628&pad_color=fff&v=1630611399&width=1200", headed, "og_image"
https://www.motorolasolutions.com, True, "https://www.motorolasolutions.com/content/dam/msi/images/homepage-safer-cities_thumbnail.jpg", headed, "og_image"
info.com, False, "None", None, "Error MissingSchema"
http://www.dealtime.com, True, "https://www.shopping.com/images/sdc_logo.png", headed, "og_image"
http://www.ivillage.com, True, "https://media3.s-nbcnews.com/j/newscms/2018_21/2442286/today-og-image_c986de7e1bb6ad2281723b692aa61990.social_share_1200x630_center.png", headed, "og_image"
https://www.3dissue.com, True, "https://static.3dissue.com/images/home22/hero_illustration.png", headed, "og_image"
https://www.spigen.com, True, "https://www.spigen.com/cdn/shop/files/spigen-symbol-favicon_a14334d9-5c99-419b-ba68-6459fa03b887.png?crop=center&height=32&v=1732752451&width=32", headed, "favicon"
findthebest.com, False, "None", None, "Error MissingSchema"
https://www.trumpia.com, True, "https://rs.trumpia.com/images/favicon32.png", headed, "favicon"
https://www.griffintechnology.com, False, "None", headed, "None"
https://www.softlayer.com, True, "https://www.ibm.com/content/dam/connectedassets-adobe-cms/worldwide-content/creative-assets/ilrn/ul/g/ea/b8/adobestock_294096849.jpeg/_jcr_content/renditions/cq5dam.thumbnail.1280.1280.png", headed, "og_image"
